text,label,source
a disappointment that fails to deliver on its promising premise the ending was surprising,0,movies
dull uninspired and painfully slow this film fails on every level,0,movies
a beautifully crafted film that leaves a lasting impression on the viewer the special effects were impressive,1,movies
exceptional storytelling with powerful themes that resonate deeply the soundtrack was memorable the cinematography was stunning,1,movies
the story made no sense and the characters were completely unlikable,0,movies
the story made no sense and the characters were completely unlikable,0,movies
wooden performances and lazy writing drag this film into mediocrity the soundtrack was memorable the cinematography was stunning,0,movies
brilliant direction and outstanding acting made this a memorable experience the dialogue felt natural,1,movies
the screenplay is riddled with clichés and the dialogue is cringe worthy the characters were well developed the dialogue felt natural,0,movies
a masterpiece of cinema with stellar performances and breathtaking visuals,1,movies
a complete waste of time with a predictable and boring plot the characters were well developed the pacing felt off at times,0,movies
brilliant direction and outstanding acting made this a memorable experience the soundtrack was memorable the pacing felt off at times,1,movies
one of the best movies I have seen in years highly recommend,1,movies
dull uninspired and painfully slow this film fails on every level,0,movies
terrible acting and poor direction made this nearly unwatchable the cinematography was stunning the characters were well developed,0,movies
a complete waste of time with a predictable and boring plot the special effects were impressive,0,movies
